item_id:token	title:token	categories:token_seq	brand:token	sales_type:token	sales_rank:float
B00004SWL9	Marvel Vs. Capcom 2	'Video Games', 'Sega Dreamcast'	Sega	Video Games	
B00004SWM0	Legend of Mana	'Video Games', 'PlayStation', 'Games'	SquareSoft	Video Games	
B00004T1M7	SimCity 3000 Unlimited	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B00004T4XK	NFL 2K1	'Video Games', 'Sega Dreamcast', 'Games'	Sega	Video Games	
B00004T4XO	Sonic Shuffle	'Video Games', 'Sega Dreamcast', 'Games'	Sega	Video Games	
B00004T4XM	NBA 2K1 [Sega Dreamcast]	'Video Games', 'Sega Dreamcast', 'Games'	Sega	Video Games	
B00004T77G	Homeworld Cataclysm - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00004T77A	Homeworld: Game of the Year Edition - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00004T77P	Monopoly Tycoon - PC	'Video Games', 'PC', 'Games'	by        Atari	Video Games	
B00004TBGT	Spider-Man	'Video Games', 'PlayStation', 'Games'	Activision	Video Games	
B00004TBC0	Airport Tycoon - PC	'Video Games', 'PC', 'Games'	by        TalonSoft	Video Games	
B00004TC6E	Chrono Cross - PlayStation	'Video Games', 'PlayStation', 'Games'	by        Square Enix	Video Games	
B00004TCT3	Pokemon, Silver Version	'Video Games', 'Game Boy Color', 'Games'	by        Nintendo	Video Games	
B00004TEXU	Tony Hawk's Pro Skater 2	'Video Games', 'PlayStation', 'Games'	Activision	Video Games	
B00004TEYR	Pokemon Gold	'Video Games', 'Game Boy Color', 'Games', 'each Pokemon has unique skills', 'collect badges to enter the Pokemon League', 'trade Pokemon via link cable'	by        Nintendo	Video Games	
B00004TFJC	The Sims  - Mac	'Video Games', 'Mac', 'Games'	by        Aspyr	Video Games	
B00004TJ2N	Zeus: Master of Olympus - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00004TJCL	Half-Life: Counter-Strike - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00004TJ2T	Tribes 2 - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00004TMTK	Tetris Attack	'Video Games', 'Super Nintendo', 'Games', 'Single Player', 'Multiplayer'	by        Nintendo	Video Games	
B00004TN9O	PlayStation 2 Console Slim PS2	'Video Games', 'Consoles'	by        Sony	Video Games	
B00004TNDY	Sony PlayStation 2 Multitap	'Video Games', 'PlayStation', 'Accessories'	MGear	Video Games > More Systems > PlayStation > Accessories', '>#355	
B00004TNB0	Sly 2: Band of Thieves	'Video Games', 'Games'	by        Sony	Video Games	
B00004TKMB	Ridge Racer V - PlayStation 2	'Video Games', 'Games'	by        Bandai Namco Entertainment America	Video Games	
B00004TN8R	Twisted Metal: Black	'Video Games', 'PlayStation', 'Games'	by        Sony	Video Games	
B00004TTHT	Arcanum: of Steamworks &amp; Magick Obscura - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00004TSX4	Sacrifice - PC	'Video Games', 'PC', 'Games'	by        Interplay	Video Games	
B00004TSXC	Neverwinter Nights - PC	'Video Games', 'PC', 'Games', 'Hire muscle or join up with other travelers to form war partys', 'The unique new scripting language lets you design your own encounters'	by        Atari	Video Games	
B00004U1R3	Paper Mario	'Video Games', 'Games'	Nintendo of America	Video Games	
B00004U47F	Summoner	'Video Games', 'Games'	Playstation 2	Video Games	
B00004U4R9	Spyro: Year of the Dragon	'Video Games', 'PlayStation', 'Games'	Sony Computer Entertainment	Video Games	
B00004U4R8	Crash Bash - PlayStation	'Video Games', 'Games', 'THINK AND PLAY FAST'	by        Vivendi Universal	Video Games	
B00004U55E	Return to Castle Wolfenstein - PC	'Video Games', 'PC', 'Games'	by        Activision	Video Games	
B00004U1QY	Mario Tennis	'Video Games', 'Games'	Nintendo	Video Games	
B00004U1R2	Conker's Bad Fur Day	'Video Games', 'Games'	Nintendo	Video Games	
B00004U5VV	NHL 2001 (PS2, REFURB)	'Video Games', 'Games'	Encore	Video Games	
B00004U5VS	SSX	'Video Games', 'Games'	EA Sports	Video Games	
B00004U62A	Evil Dead: Hail to the King	'Video Games', 'PlayStation', 'Games'	THQ	Video Games	
B00004U5VN	Madden NFL 2001	'Video Games', 'Games'	Electronic Arts, Inc.	Video Games	
B00004U5VI	Gauntlet: Dark Legacy	'Video Games', 'Games'	Atari	Video Games	
B00004U8K2	Mafia - PC	'Video Games', 'PC', 'Games'	by        Gathering	Video Games	
B00004U8KO	Tropico - PC	'Video Games', 'PC', 'Games', 'Build what you need to attract tourists'	by        2K	Video Games	
B00004U8H1	Escape from Monkey Island - PC	'Video Games', 'PC', 'Games'	by        LucasArts	Video Games	
B00004U5VE	Street Fighter EX3	'Video Games', 'Games'	Capcom	Video Games	
B00004U8QX	Trenro AV to RCA Cable Compatible with Playstation/PS2/PS3/PSX	'Video Games', 'PlayStation'	Trenro	Computers & Accessories	
B00004U5VK	Onimusha Warlords	'Video Games', 'Games'	by        Capcom	Video Games	
B00004U8QM	RFU Adapter/Modulator for PlayStation 1 &amp; 2	'Video Games', 'PlayStation', 'Accessories'	InterAct	Video Games	
B00004UE0I	The Sims Livin' Large Expansion Pack - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B00004UE0V	American McGee's Alice - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B00004UDVL	Grandia II	'Video Games', 'Sega Dreamcast', 'Games'	Ubisoft	Video Games	
B00004UE0O	Black &amp; White - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B00004U5VF	Tekken Tag Tournament - PlayStation 2	'Video Games', 'Games'	by        Bandai	Video Games	
B00004UFRD	Smuggler's Run - PlayStation 2	'Video Games', 'Games'	by        Rockstar Games	Video Games	
B00004UE0U	Delta Force Land Warrior - PC	'Video Games', 'PC', 'Games'	by        Novalogic	Video Games	
B00004UFRI	Midnight Club: Street Racing - PlayStation 2	'Video Games', 'Games'	by        Rockstar Games	Video Games	
B00004UG9B	007 The World is Not Enough	'Video Games', 'Games'	Nintendo	Video Games	
B00004VP44	Midtown Madness 2 - PC	'Video Games', 'PC', 'Games'	by        Microsoft	Video Games	
B00004VXAV	Master of Orion 2: Battle At Antares (Jewel Case) - PC	'Video Games', 'PC', 'Games'	by        Atari	Video Games	
B00004VXAZ	Sid Meier's Civilization II (Jewel Case)	'Video Games', 'PC', 'Games'	by        Hasbro	Video Games	
B00004W4QS	Medal of Honor Underground	'Video Games', 'PlayStation', 'Games'	Electronic Arts	Video Games	
B00004W4WH	Kessen	'Video Games', 'Games'	Electronic Arts	Video Games	
B00004W4S4	Star Wars: Starfighter	'Video Games', 'Games'	Lucasarts Entertainment	Video Games	
B00004W4WK	NBA LIVE 2001 (PS2, REFURB) [PlayStation2] [PlayStation2] [PlayStation2]	'Video Games', 'Games'	REFURBRISED VIDEO GAME	Video Games	
B00004WFVZ	Microsoft Combat Flight Simulator 2:  Pacific Theater - PC	'Video Games', 'PC', 'Games'	by        Microsoft	Video Games	
B00004W4QJ	Parasite Eve II	'Video Games', 'PlayStation', 'Games'	SquareSoft	Video Games	
B00004WGW1	Grim Fandango (Jewel Case) - PC	'Video Games', 'PC', 'Games'	by        LucasArts	Video Games	
B00004WGVX	The Curse of Monkey Island	'Video Games', 'PC', 'Games'	by        LucasArts	Video Games	
B00004WHWF	Red Faction - PC	'Video Games', 'PC', 'Games'	by        THQ	Video Games	
B00004WKN9	Time Splitters PS2	'Video Games', 'Games'	Titus Software	Video Games	
B00004WKHO	Harvest Moon Back to Nature	'Video Games', 'PlayStation', 'Games'	Playstation	Video Games	
B00004WLQ6	WWF Smackdown 2: Know Your Role	'Video Games', 'PlayStation', 'Games'	THQ	Video Games	
B00004WLQV	Oni	'Video Games', 'Games'	by        Bungie	Video Games	
B00004WMVL	Resident Evil: Survivor	'Video Games', 'PlayStation', 'Games'	Capcom	Video Games	
B00004WLMA	WWF: No Mercy	'Video Games', 'Games'	THQ	Video Games	
B00004XMRL	Breath of Fire 4	'Video Games', 'PlayStation', 'Games'	Sony	Video Games	
B00004XOM1	Dino Crisis 2	'Video Games', 'PlayStation', 'Games'	Capcom	Video Games	
B00004XRBM	System Shock 2 - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B00004Y57G	Final Fantasy IX	'Video Games', 'PlayStation', 'Games'	by        Square Enix	Video Games	
B00004Y7SZ	Pool of Radiance: Ruins of Myth Drannor - PC	'Video Games', 'PC', 'Games'	by        Ubisoft	Video Games	
B00004YC3U	Unreal Tournament: Game of the Year Edition - PC	'Video Games', 'PC', 'Games'	by        Atari	Video Games	
B00004YC3N	Dynasty Warriors 2	'Video Games', 'Games'	Koei	Video Games	
B00004YB5U	Sony Playstation Memory Card (White)	'Video Games', 'PlayStation', 'Accessories'	Sony	Video Games	
B00004YKHS	Armored Core 2	'Video Games', 'Games'	Agetec	Video Games	
B00004YLZM	MechWarrior 4: Vengeance	'Video Games', 'PC', 'Games'	by        Microsoft	Video Games	
B00004YMZS	Unreal Tournament - PlayStation 2	'Video Games', 'Games'	by        Atari	Video Games	
B00004YRVW	Dead Or Alive 2: Hardcore	'Video Games', 'Games'	Tecmo	Video Games	
B00004YRQ9	PlayStation 2 Dualshock Controller Black	'Video Games', 'Accessories'	by        Sony	Video Games	
B00004YRQA	PlayStation 2 Memory Card (8MB)	'Video Games', 'Accessories'	by        Sony	Video Games	
B00004YUWA	Ico		Sony	Video Games	
B00004YZAU	Sega Game Gear handheld video game console	'Video Games', 'Sega Game Gear', 'Consoles'	Sega	Video Games	
B00004Z0MH	Oni - PC	'Video Games', 'PC', 'Games'	by        Gathering of Developers	Video Games	
B00004ZB2I	Age of Empires Collector's Edition - PC	'Video Games', 'PC', 'Games'	by        Microsoft	Video Games	
B00004ZASP	No One Lives Forever - PC	'Video Games', 'PC', 'Games'	by        Fox Interactive Media	Video Games	
B00004ZBOE	Commandos 2: Men of Courage - PC	'Video Games', 'PC', 'Games'	by        Square Enix	Video Games	
B00004ZBSX	Fallout 1 / Fallout 2 Bundle (Jewel Case) - PC	'Video Games', 'PC', 'Games', 'Find familiars that add to your power and abilities', 'Classic graphics and play control make this game a joy to behold'	by        Interplay	Video Games	
B00004ZBO5	Half Life 2 - PC	'Video Games', 'PC', 'Games', 'New animations with more menacing monsters than ever'	by        Electronic Arts	Video Games	
B00004ZC7H	Real Myst	'Video Games', 'PC', 'Games'	by        Ubisoft	Video Games	
B00004ZDFY	Dark Cloud	'Video Games', 'Games'	by        Sony	Video Games	
B00004ZCP0	Driver 2 - PlayStation	'Video Games', 'PlayStation', 'Games'	by        Atari	Video Games	
B00004ZCRS	Memory Card for Nintendo 64	'Video Games', 'Accessories'	by        Performance	Video Games	
B00004ZEEH	GameShark Video Game Enhancer [Playstation]	'Video Games', 'PlayStation', 'Games'	by        InterAct	Video Games	
B0000503MO	Gran Turismo 3 A-spec	'Video Games', 'PlayStation', 'Games'	by        Sony	Video Games	
B0000504BE	NEW RF TV Adapter for Nintendo/Sega/Super NES (SNES)	'Video Games', 'Super Nintendo'	by        3rd party company	Video Games	
B00005043P	Sonic the Hedgehog 3	'Video Games', 'Sega Genesis', 'Games'	Sega	Video Games	
B0000507UR	The Longest Journey - PC	'Video Games', 'PC', 'Games'	by        Funcom	Video Games	
B000050FBJ	Super Mario All Stars	'Video Games', 'Super Nintendo', 'Games'	Nintendo	Video Games	
B0000512IE	CH Products Pro Pedals USB Flight Simulator Pedals (300-111)	'Video Games', 'PC', 'Accessories', 'Controllers', 'Flight Controls'	CH Products	Electronics &gt; Accessories &amp; Supplies &gt; Computer Accessories &gt; Game Hardware &gt; PC Game Hardware &gt; Controllers &gt; Flight Controls', '>#22	
B000051QDD	PlayStation 2X Network Adaptor	'Video Games', 'Accessories'	by        Sony	Video Games	
B000051WA5	PlayStation2 Action Gamer Pack			Video Games	
B000051WA6	Playstation 2 Bundle - Family			Video Games	
B0000520GG	PlayStation 2 Vertical Console Stand	'Video Games', 'Games', 'You can even twist the logo to a vertical alignment'	by        Sony	Video Games	
B000053UJ2	Anarchy Online - PC	'Video Games', 'PC', 'Games'	by        Funcom	Video Games	
B000056C34	Jak X Combat Racing - PlayStation 2	'Video Games', 'PlayStation', 'Games'	by        Sony	Video Games	
B000056H2D	ATV Offroad Fury PS2	'Video Games', 'Games'	by        Sony	Video Games	
B000056KDY	Emperor: Battle for Dune - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B000056KDW	Clive Barker's Undying - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B000056SNY	The Bouncer	'Video Games', 'Games'	Square Soft	Video Games	
B000056O4Q	Myst 3: Exile - PC/Mac	'Video Games', 'PC', 'Games'	by        Ubisoft	Video Games	
B000058BCU	Pokemon Stadium 2	'Video Games', 'Games'	Nintendo	Video Games	
B000058513	Phantasy Star Online	'Video Games', 'Sega Dreamcast', 'Games'	Sega	Video Games	
B000059O8B	Fallout Tactics	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B000059S8D	The Sims: House Party Expansion Pack - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B000059Z8B	All Star Baseball 2002	'Video Games', 'Games'	Acclaim Entertainment	Video Games	
B000059Z7G	Sonic Adventure 2	'Video Games', 'Sega Dreamcast', 'Games'	Sega	Video Games	
B000059Z8I	Zone of the Enders	'Video Games', 'Games'	Konami	Video Games	
B000059Z7F	World Series Baseball 2K2	'Video Games', 'Sega Dreamcast', 'Games'	Sega	Video Games	
B000059Z7H	Crazy Taxi 2 - Sega Dreamcast	'Video Games', 'Sega Dreamcast', 'Games'	by        Microware	Video Games	
B00005A4X6	Socom: Fireteam Bravo - Sony PSP	'Video Games', 'Sony PSP', 'Games'	by        Sony	Video Games	
B00005A774	Dance Dance Revolution	'Video Games', 'PlayStation', 'Games'	Konami	Video Games	
B00005A3I8	Diablo 2 Expansion: Lord of Destruction - PC/Mac	'Video Games', 'PC', 'Games'	by        Blizzard Entertainment	Video Games	
B00005A3I5	Empire Earth - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00005AG1J	SimCity 2000 Special Edition (Jewel Case) - PC	'Video Games', 'PC', 'Games'	by        Electronic Arts	Video Games	
B00005AQRH	Dr. Mario 64	'Video Games', 'Games'	Nintendo	Video Games	
B00005ATSN	The Legend of Zelda: Oracle of Ages	'Video Games', 'Game Boy Color', 'Games', 'Classic characters', 'hidden levels', 'password exchange with Oracle of Seasons', 'Amazon RPG Story line'	by        Nintendo	Video Games	
B00005ATSM	The Legend of Zelda: Oracle of Seasons	'Video Games', 'Game Boy Color', 'Games', 'Classic characters', 'hidden levels', 'password exchange with Oracle of Ages'	by        Nintendo	Video Games	
B00005AV8W	Castlevania	'Video Games', 'Nintendo NES', 'Games', 'Better stick close to the cavern floor'	by        Konami	Video Games	
B00005AW1W	Mario Party 3	'Video Games', 'Games'	Nintendo	Video Games	
B00005AV8O	Mike Tyson's Punch-Out!! - Nintendo NES	'Video Games', 'Nintendo NES', 'Games'	by        Nintendo	Video Games	
B00005B4AS	Train Simulator - PC	'Video Games', 'PC', 'Games', 'Customize your trains and create and share new routes and activities'	by        Microsoft	Video Games	
B00005B44D	Deus Ex: Game of the Year Edition - PC	'Video Games', 'PC', 'Games', 'Create new standalone missions'	by        EIDOS	Video Games	
B00005B70K	Legacy of Kain: Soul Reaver 2	'Video Games', 'Games'	Crystal Dynamics	Video Games	
B00005B70T	Tokyo Xtreme Racer Zero	'Video Games', 'Games'	Crave Entertainment	Video Games	
B00005B5RQ	Street Fighter Alpha 3 Max - Sony PSP	'Video Games', 'Sony PSP', 'Games'	by        Capcom	Video Games	
B00005B8G1	Game Boy Advance Console in Glacier	'Video Games', 'Game Boy Advance', 'Consoles'	by        Nintendo	Video Games	
B00005B8FZ	Super Mario Advance	'Video Games', 'Game Boy Advance', 'Games'	by        Nintendo	Video Games	
B00005B8IX	F-Zero: Maximum Velocity	'Video Games', 'Game Boy Advance', 'Games'	Nintendo	Video Games	
B00005B70Y	Crazy Taxi		Acclaim Entertainment	Video Games	
B00005B9ZG	Super Game Boy	'Video Games', 'Game Boy', 'Games'	by        Nintendo	Video Games	
B00005BIG7	Red Faction	'Video Games', 'Games'	THQ	Video Games	
B00005BIQK	Half-Life: Blue Shift - PC	'Video Games', 'PC', 'Games'	by        Vivendi Universal	Video Games	
B00005BJ9G	Castlevania: Circle of the Moon	'Video Games', 'Game Boy Advance', 'Games'	Konami	Video Games	
B00005BTCC	Midnight Club 2	'Video Games', 'Games'	by        Rockstar Games	Video Games	
B00005BR6H	Dragon Ball Z: Budokai		Infogrames	Video Games	
B00005BOSF	Gamecube Wavebird Wireless Controller - Platinum	'Video Games', 'GameCube', 'Accessories'	by        Nintendo	Video Games	
B00005BW7M	Clock Tower 3 - PlayStation 2	'Video Games', 'Games', 'VIBRATION FUNCTION'	by        Capcom	Video Games	
B00005BSO7	GameCube Console - Legend of Zelda Bundle - Black	'Video Games', 'GameCube', 'Consoles'	by        Nintendo	Video Games	
B00005BZE0	Namco Museum	'Video Games', 'Game Boy Advance', 'Games'	by        Bandai	Video Games	
B00005BK7X	NBA Street - PlayStation 2	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00005C7QT	Mortal Kombat II	'Video Games', 'Sega Genesis', 'Games'	by        Acclaim Entertainment	Video Games	
B00005BZCH	Spider-Man 2 - Xbox	'Video Games', 'Xbox', 'Games'	by        Activision	Video Games	
B00005BW7Q	Xenosaga - PlayStation 2	'Video Games', 'Games'	by        Bandai	Video Games	
B00005C9F6	Ms. Pac-man	'Video Games'	by        Tengen	Video Games	
B00005EBF8	Operation Flashpoint: Cold War Crisis - PC	'Video Games', 'PC', 'Games'	by        Codemasters	Video Games	
B00005CDR8	Sega Saturn System - Video Game Console	'Video Games', 'Sega Saturn', 'Consoles'	by        Sega	Video Games	
B00005CF9L	NBA Street Volume 2 - PlayStation 2	'Video Games', 'Games', 'See how you stack up against the best in the Trick Point challenge'	by        Electronic Arts	Video Games	
B00005CFHN	Tony Hawk's Pro Skater 2	'Video Games', 'Game Boy Advance', 'Games'	Activision	Video Games	
B00005J32C	Def Jam Vendetta	'Video Games', 'Games'	by        Electronic Arts	Video Games	
B00005J536	Sony Twisted Metal: Black - Playstation 2	'Video Games', 'Games'	Sony Computer Entertainment	Video Games	
B00005J8EH	Game Boy Advance - Fuchsia	'Video Games', 'Game Boy Advance'	Nintendo	Video Games	
B00005J53A	Game Boy Advance Game Link Cable	'Video Games', 'Game Boy Advance', 'Accessories'	Nintendo	Video Games	
B00005JC8D	Civilization 3 - PC	'Video Games', 'PC', 'Games'	by        Atari	Video Games	
B00005JHDQ	Starcraft with Brood War Expansion Pack	'Video Games', 'PC', 'Games'	ACTIVISION BLIZZARD FRANCE SAS	Video Games	
B00005KBRD	Dungeon Siege - PC	'Video Games', 'PC', 'Games'	by        Microsoft	Video Games	
B00005LABJ	Star Wars: Galactic Battlegrounds - PC	'Video Games', 'PC', 'Games'	by        LucasArts	Video Games	
B00005LABK	Star Wars Jedi Knight 2: Jedi Outcast - PC	'Video Games', 'PC', 'Games'	by        LucasArts	Video Games	
B00005LBHM	Pokemon, Crystal Version	'Video Games', 'Game Boy Color', 'Games'	by        Nintendo	Video Games	
B00005LLSS	Game Shark	'Video Games', 'PlayStation', 'Games'	by        GameShark	Video Games	
B00005LOXE	Final Fantasy Chronicles: Chrono Trigger/Final Fantasy IV	'Video Games', 'PlayStation', 'Games'	by        Square Enix	Video Games	
B00005LZNI	Klonoa 2: Lunatea's Veil	'Video Games', 'Games'	Namco	Video Games	
